!,100v.5.8
!89,115v.23.5
!9,37r.10.5
!?s,1r.6.7
!A,37v.9.3
!Co,100v.3.5
!Cs,47v.5.2
!H,25v.7.5
!Kae,8v.2.1
!c89,41r.6.9
!c9,68v1.outer_ring.3
!cH9,46r.2.12
!cae,89v2.labels_top.5
!cam,21v.7.6
!cckC(,85r1.24.8
!ch9,29v.7.8
!coe 2c9,3r.11.4
!cohan,111v.1.6
!coy,rose.west_ring.6
!cs,72r3.5th_ring.19
!o,17v.20.5
!o,90r1.5.4
!o 9k,101v2-v1.4.22
!o8am,85r1.23.2
!oF9,86v3.center_1.3
!oe,1r.6.4
!oe,15v.8.6
!oe,22v.14.3
!oe,86v3.center_4.5
!oeom,52v.7.2
!oh1C9,1r.19.3
!ohaZ,66r.10.7
!oy,4r.8.1
!oy,18v.1.2
!oy h19,49r.1.8
!oy89,11v.1.3
!oy9,1r.1.6
#9,13r.5.2
#9,22v.1.7
#C h1c9,87r.3.6
#C9,82r.31.7
#Ch9,111r.2.2
#am,36r.1.6
#cW19,41r.3.7
#cam,30v.1.7
#ch 8an,81v.1.9
#coe,79r.31.3
#o,15v.7.3
#o,30r.6.2
#o,30v.1.4
#o89,22v.9.2
#o8ay9,1r.6.9
#oe,4r.8.3
#oe,8r.17.5
#oe,22r.7.2
#oe,47r.6.5
#op,24r.19.4
#oy,8r.8.7
#oy,29v.1.2
oeaes9,72r3.2nd_ring.3
oeaiiy,39v.7.6
oeam,17r.4.5
oeam,33v.6.3
oeam,40r.9.3
oeam,41v.5.6
oeam,46v.6.3
oeam,48r.1.9
oeam,50v.4.3
oeam,70v1.3rd_ring.7
oeam,72r2.center_ring.14
oeam,72r3.outer_ring.20
oeam,72r3.4th_ring.1
oeam,72r3.5th_ring.10
oeam,72r3.center_ring.7
oeam,72v3.outer_ring.24
oeam,75r.44.9
oeam,76r.40.2
oeam,77r.31.1
oeam,79r.32.6
oeam,82r.label_bottom_2.5
oeam,84r.16.3
oeam,85r2.outer_ring.24
oeam,86v6.38.5
oeam,rose.seast_center_2.4
oeam,89v1.labels_bottom.5
oeam,94r.2.11
oeam,95v2.6.5
oeam,99r.1.8
oeam,101v2-v1.4.23
oeam,101v2-v1.8.1
oeam,102r1.3.4
oeam,102r2.2.7
oeam,103v.18.7
oeam,106v.19.8
oeam,107v.22.3
oeam,107v.24.2
oeam,108v.14.8
oeam,112r.2.6
oeam,112r.35.2
oeam,112v.18.9
oeam,113v.49.6
oeam,115v.1.8
oeam9,77r.13.8
oean,58v.21.1
oean,75v.9.3
oean,76r.16.5
oean,76r.17.11
oean,76r.18.7
oean,76r.38.10
oean,83v.30.2
oean,84r.16.12
oean,86v6.17.10
oean,111r.34.5
oean,111v.47.5
oean,115v.27.1
oean9,103v.31.11
oeap,34r.2.3
oeap,112r.36.6
oeap,113v.3.7
oeap,114r.26.10
oeap,116r.12.15
oeay,34r.1.2
oeay,46v.4.4
oeay,58r.17.10
oeay,58v.35.7
oeay,67v1.center_11.1
oeay,75r.46.9
oeay,80v.40.4
oeay,84r.3.12
oeay,85r1.33.10
oeay,rose.center_ring_1.19
oeay,rose.center_ring_2.8
oeay,113v.32.6
oeayaN,101v2-v1.labels_2.10
oeaä9,72r3.4th_ring.2
oec89,115v.38.4
oecc79,58r.23.2
oecc89,105r.18.2
oeccc8,76r.16.12
oecccs,90v1.1.3
oecco,72v3.center_ring.7
oeccsc9,58r.20.3
oechay,58r.31.6
oechcc9,68v3.t_map_3.7
oechox,99v.labels_middle_2.4
oeckae,72r3.6th_ring.5
oed(,114v.32.2
oed9,58r.20.2
oed9,86v4.5.2
oee,34r.6.4
oee,103v.21.10
oee19,76r.26.8
oee19,83v.24.7
oee8,66r.23.5
oee89,103v.10.12
oef1c89,82v.1.2
oef1c9,103v.1.2
oef1oy,23r.4.8
oef2coyae,72r3.4th_ring.3
oefam,105r.20.8
oefoä9,80v.19.6
oeg1c79,81r.16.4
oeg1c89,105v.1.5
oeg1cs8,105v.8.3
oeg59,86v5.26.9
oeh,34r.8.3
oeh189,86v6.31.5
oeh189,95v1.12.5
oeh18ae,57v.5th_ring.4
oeh19,75v.label_text_1.10
oeh19,80v.38.6
oeh19,104v.16.10
oeh1c79,115v.7.9
oeh1c89,104r.19.6
oeh1c89,107r.5.1
oeh1c9,86v6.18.8
oeh1c9,86v6.31.9
oeh1c9,105r.32.5
oeh1o,73v.center_ring.3
oeh1ohcc89,105r.22.1
oeh1s,77r.labels_top.2
oeh2c9,79v.16.4
oeh589,81r.30.8
oeh5c8,86v6.20.6
oeh9,39v.2.7
oeh9,39v.8.4
oeh9,43r.11.10
oeh9,75r.6.2
oeh9,76r.23.10
oeh9,77v.16.6
oeh9,79v.10.5
oeh9,80r.labels_top.7
oeh9,80r.28.2
oeh9,80r.39.11
oeh9,80v.11.4
oeh9,80v.32.6
oeh9,80v.38.4
oeh9,84r.15.4
oeh9,84r.26.8
oeh9,85r1.15.11
oeh9,86v6.37.6
oeh9,rose.south_ring.12
oeh9,95r2.9.7
oeh9,99v.labels_middle_2.6
oehA h9,82r.label_bottom_2.2
oehC,78r.26.6
oehC19,55v.12.4
oehC19,104r.28.6
oehC19,114v.34.1
oehC29,103v.11.2
oehC79,82v.label_middle.2
oehC79,82v.25.6
oehC79,83v.19.5
oehC79,86v5.6.1
oehC79,rose.north_ring.30
oehC79,94r.4.2
oehC79,106v.28.2
oehC79,107r.16.2
oehC7ae,77v.labels_top_1.3
oehC7ap,31v.7.1
oehC8,86v5.19.9
oehC8(,106r.21.1
oehC89,50r.6.7
oehC89,75r.39.4
oehC89,79v.18.8
oehC89,80v.5.3
oehC89,82v.14.8
oehC89,83v.13.8
oehC89,84r.28.6
oehC89,86v6.3.2
oehC89,86v6.4.6
oehC89,107v.6.4
oehC89,112v.20.4
oehC89,112v.27.9
oehC89,114r.30.9
oehC9,58v.37.1
oehC9,76r.7.7
oehC9,76v.6.2
oehC9,78r.23.4
oehC9,79r.6.4
oehC9,79v.32.1
oehC9,80r.14.11
oehC9,80r.23.5
oehC9,80r.25.1
oehC9,80r.37.8
oehC9,81r.21.3
oehC9,83r.10.1
oehC9,84v.4.3
oehC9,85r1.18.1
oehC9,86v6.11.2
oehC9,86v6.27.10
oehC9,95r1.11.8
oehC9,106r.12.3
oehC9,107v.35.2
oehC9,108r.43.1
oehC9,113v.24.1
oehC9,114v.9.4
oehC9,116r.32.1
oehC9,116r.37.6
oehC9 K9,89v1.15.10
oehC9b,82v.33.10
oehCo,107r.29.1
oehCo,111r.34.2
oehCo y ay ae,107v.26.8
oehCo89,85r1.29.3
oehCo89,104r.17.2
oehCo89,115v.25.3
oehCoe,105v.4.1
oehCoe9,68v3.inner_ring.12
oehCos,104r.40.1
oehCoy,104r.24.5
oehCs,93r.18.1
oehCs,114v.10.1
oehCs,115r.5.3
oehIy,107v.3.12
oeha79,107v.36.6
oehaN,67v2.moon_bottom_left.3
oehaP,114v.35.7
oehaQ,86v5.17.9
oehaZ,114r.26.2
oehae,79r.39.7
oehae,80v.42.4
oehae,81r.3.4
oehae,81v.label_bottom.2
oehae,84v.25.6
oehae,86v6.7.8
oehae,86v5.10.2
oehae,105v.34.9
oehae,107v.12.5
oehae,107v.22.4
oehae,113r.51.3
oehae9,58v.4.11
oehaeam,72r3.2nd_ring.2
oehaeoy,rose.center_ring_1.18
oeham,39r.11.8
oeham,39v.8.3
oeham,50v.8.8
oeham,77v.17.5
oeham,78v.27.11
oeham,79r.27.5
oeham,80r.17.4
oeham,82v.23.5
oeham,84v.21.2
oeham,85r2.outer_ring.16
oeham,86v6.10.9
oeham,86v6.33.2
oeham,86v6.36.9
oeham,86v5.33.2
oeham,rose.swest_ring.6
oeham,rose.north_ring.43
oeham,94r.5.3
oeham,95v2.5.6
oeham,104r.40.2
oeham,105r.20.7
oeham,105v.7.5
oeham,107v.39.3
oeham,108r.16.2
oeham,113v.36.2
oeham,114r.26.6
oeham,114r.28.5
oeham,114r.34.2
oehan,75v.13.2
oehan,78r.13.8
oehan,78r.28.4
oehan,78v.5.3
oehan,78v.28.1
oehan,80r.12.9
oehan,80r.17.6
oehan,80r.34.4
oehan,80r.36.3
oehan,80v.2.3
oehan,80v.12.7
oehan,80v.29.3
oehan,80v.30.3
oehan,80v.31.4
oehan,80v.33.3
oehan,80v.34.7
oehan,81v.2.8
oehan,81v.23.4
oehan,82v.17.7
oehan,82v.29.6
oehan,82v.30.9
oehan,82v.33.9
oehan,84v.22.3
oehan,94r.7.10
oehan,95r1.4.3
oehan,95v2.4.2
oehan,107v.24.4
oehan,107v.36.9
oehan,116r.11.10
oehap,55r.5.10
oehap,58v.19.5
oehap,80r.8.11
oehap,82v.2.10
oehap,85r1.32.12
oehap,86v6.39.11
oehap,86v5.11.10
oehap,103v.32.7
oehap,113v.8.4
oehay,72v2.4th_ring.7
oehay,75r.3.8
oehay,80r.7.9
oehay,80v.35.3
oehay,81r.30.5
oehay,83v.10.9
oehay,86v4.outer_ring.9
oehay,86v6.4.11
oehay,86v6.5.4
oehay,86v6.25.3
oehay,86v6.31.4
oehay,86v5.4.10
oehay,86v5.24.8
oehay,86v3.west_5.6
oehay,rose.seast_ring.26
oehay,rose.east_ring.1
oehay,107r.40.7
oehay,113v.17.4
oehay7ap,55r.7.7
oehaz,82v.24.2
oehaz,rose.center_ring_1.16
oehaz,106r.45.7
oehc19,86v3.center_5.3
oehc3ay,86v6.6.9
oehc3c9,78v.25.2
oehc79,75r.34.2
oehc79,75v.33.2
oehc79,75v.33.3
oehc79,76v.3.7
oehc79,78r.2.6
oehc79,78r.3.7
oehc79,78r.11.2
oehc79,80v.18.4
oehc79,84r.4.9
oehc79,84r.19.9
oehc79,84r.20.5
oehc79,114v.22.6
oehc7am,39v.2.11
oehc8,75v.12.4
oehc82s,rose.swest_center.6
oehc89,40r.1.7
oehc89,75r.34.10
oehc89,75v.17.8
oehc89,76r.41.6
oehc89,76v.18.9
oehc89,77r.1.7
oehc89,78v.14.4
oehc89,81r.11.3
oehc89,81r.27.4
oehc89,81r.31.7
oehc89,83v.3.4
oehc89,84v.38.7
oehc89,86v6.23.2
oehc89,108r.28.4
oehc89,108v.41.6
oehc89,112r.37.3
oehc8am,85r1.17.3
oehc9,43v.14.5
oehc9,48r.9.3
oehc9,75v.9.4
oehc9,79v.20.7
oehc9,79v.27.6
oehc9,84r.14.8
oehc9,85r2.quad_3_1.2
oehc9,86v5.5.6
oehc9,86v5.36.5
oehc9,86v3.west_1.2
oehc9,89r2.5.2
oehc9,102v1.9.8
oehc9,116r.35.6
oehcC8,108v.11.4
oehcae,58r.20.5
oehcc(,78v.5.2
oehcc(,111v.14.10
oehcc179,115r.4.3
oehcc79,84v.10.7
oehcc79,85r1.33.11
oehcc79,105r.29.3
oehcc79,112v.15.4
oehcc8,84r.21.12
oehcc8 an,112v.12.3
oehcc89,78v.9.3
oehcc89,79v.16.6
oehcc89,81v.26.9
oehcc89,81v.27.3
oehcc89,83r.3.1
oehcc89,85r1.5.4
oehcc89,86v5.33.5
oehcc89,95r1.9.8
oehcc89,105r.4.2
oehcc89,105v.5.9
oehcc89,112r.6.5
oehcc89,112r.7.2
oehcc89,113r.16.2
oehcc9,76v.17.2
oehcc9,79v.15.4
oehcc9,84v.12.2
oehcc9,84v.38.2
oehcc9,86v6.38.7
oehcc9,88r.11.3
oehcc9,103v.5.2
oehcc9,107v.38.5
oehcc9,111r.33.5
oehccae h1c89,106v.13.1
oehccay,112r.17.3
oehccay,112r.38.3
oehcco,41v.8.2
oehcco,85r1.15.9
oehcco,rose.nwest_ring.16
oehcco,115v.37.4
oehcco89,51v.8.1
oehcco89,71r.outer_ring.1
oehcco89,105r.15.6
oehco79,94r.5.4
oehcoe,58r.21.9
oehcoe,66r.28.3
oehcoe,81v.26.8
oehcoe,99v.13.4
oehcoe,99v.18.3
oehcoe,103r.45.8
oehcoe,112v.43.3
oehcoy,86v4.4th_ring.7
oehd79,111r.13.4
oehd89,106r.4.3
oehd9,79r.38.2
oehd9,79v.38.1
oehd9,80r.27.2
oehd9,103v.25.2
oehd9,108v.21.3
oehd9,113v.29.4
oehds,106r.22.2
oehe,79r.23.8
oehoam,rose.west_ring.29
oehoe,75v.pond_text_8.3
oehoe,80r.18.8
oehoe,82v.labels_bottom_2.1
oehoe,82v.33.6
oehom,80r.1.8
oehoy,95r1.8.1
oehoy,95r2.6.2
oehoy,101v2-v1.labels_2.7
oehoy9,79v.1.2
oej 1c89,81r.1.5
oej 2c8(,105r.6.10
oej189,85r1.35.3
oej1c(,86v3.north_1.6
oej1c89,105v.14.4
oej1c9,99v.9.6
oej1cc9,105v.1.3
oek189,105v.18.6
oek19,29v.4.5
oek19,55v.11.7
oek1C9,104v.1.5
oek1c89,34r.4.7
oek1c9,1v.1.4
oek1c9,86v6.41.3
oek2c79,83v.7.8
oek2c89,79r.31.2
oek2c9,53v.1.4
oek2c9,79r.40.3
oek2o,53r.8.5
oek5sc9,79v.36.4
oek9,10v.3.4
oek9,79r.39.4
oek989,80v.19.7
oek989,106v.10.7
oekC89,80v.8.1
oekC89,86v6.26.8
oekC9,86v3.east_6.6
oekae,78v.30.8
oekae,86v5.36.7
oekam,80v.27.8
oekam,114v.24.1
oekan,80r.11.10
oekan,80v.35.2
oekap,86v6.38.10
oekay,78v.27.10
oekay,95v1.7.3
oekc79,115r.16.4
oekc89,33v.7.4
oekc89,77v.26.7
oekc89,104v.12.12
oekc9,34r.2.7
oekcc89,79r.26.2
oekco89,86v6.21.4
oekd79,106r.32.5
oekday9,86v5.30.9
oeo,17v.14.1
oeo,80r.15.11
oeo,93v.5.7
oeo,113v.14.12
oeo9,26r.3.4
oeoC89,50v.10.4
oeoM,76v.37.4
oeoY,79r.30.5
oeoZ,23v.10.7
oeoam,43v.16.4
oeoboe,79v.1.8
oeocoy an,85r2.quad_3_2.6
oeod89,108v.22.9
oeod9,107v.42.3
oeoe,14r.3.5
oeoe,17v.3.6
oeoe,23r.8.5
oeoe,49r.17.1
oeoe,58r.39.4
oeoe,67r2.2nd_ring_7.4
oeoe,72r3.5th_ring.12
oeoe,75v.14.13
oeoe,75v.pond_text_1.5
oeoe,77v.12.7
oeoe,80v.25.3
oeoe,83v.18.3
oeoe,84r.24.14
oeoe,84v.36.8
oeoe,113v.3.6
oeoe1c9,80v.37.4
oeoe89,23r.1.9
oeoe89,34r.1.7
oeoe8ap,23v.8.8
oeoe9,44v.7.6
oeoeae,84r.labels_top_1.1
oeoeay9,83v.labels_middle.1
oeoes,23v.11.3
oeoes,90v2.5.6
oeoh9,77r.40.2
oeohay,84v.17.2
oeop,24v.7.4
oeop,75r.30.13
oeop,80r.41.11
oeos,43v.9.2
oeos,106v.29.9
oeoy,35r.12.1
oeoy,39r.12.4
oeoy,42v.10.5
oeoy,43r.3.7
oeoy,68r1.labels_4.2
oeoy,76v.4.9
oeoy,76v.8.7
oeoy,76v.35.9
oeoy,79r.29.5
oeoy,80r.17.8
oeoy,80r.17.10
oeoy,80r.27.7
oeoy,80r.42.7
oeoy,80v.13.4
oeoy,81v.9.7
oeoy,82v.30.5
oeoy,85r1.21.7
oeoy,rose.west_ring.16
oeoy,95v2.2.6
oeoy,103r.20.7
oeoy,108v.39.9
oeoy,111v.36.10
oeoy8,105v.14.5
oeoyam,103r.47.7
oeoyo,23v.12.3
oeozap,99v.4.5
oes,1r.9.4
oes,13v.4.1
oes,15v.7.9
oes,23v.11.7
oes,46r.13.6
oes,50v.4.4
oes,78v.27.6
oes,83v.20.7
oes,84v.19.10
oes,85r1.4.10
oes,99r.18.2
oes,99v.5.8
oes,104v.19.11
oes,105r.22.12
oes,114r.37.7
oes am,2r.11.7
oes9,5r.1.6
oes9,99v.labels_top.8
oesC*,58r.22.10
oesCs989,67r2.red_outer_ring.6
oesae9,83r.24.5
oesam,83r.bottom_left_1.2
oesam9,67v1.outer_ring.14
oesan,95v2.1.8
oesay,23v.6.7
oetc9,68v3.outer_ring.43
oeu1ap,58r.37.7
oeu1c79,40v.13.4
oeu1c89,78v.1.2
oeu1c9,86v3.east_1.6
oeu9,107r.24.15
oeuoy,85r2.outer_ring.25
oew1c79,50r.1.3
oeway,85r2.quad_2_2.4
oey,50r.4.10
oey,116r.15.5
oey,116r.39.3
oeyo8ay,102v2.labels_top_2.6
of179,79v.12.2
of189,95v2.1.4
of189,108r.2.10
of1c8 aIs,114r.8.9
of1c89,78v.1.8
of1c89,79v.28.4
of1c89,114r.11.7
of1c8oe,90v2.1.4
of1c9,8r.8.4
of1ccfay,39r.15.12
of1co89,68r2.labels_6.2
of1oN,70r1.2nd_ring.6
of1oe,23r.4.5
of1oy,37r.1.4
of2c6am,rose.east_labels.4
of2o8,26r.1.4
of2oe89,72r3.2nd_ring.12
of9,39r.1.8
of9,80v.23.2
of9,86v6.1.6
of9sh98ae,88r.labels_bottom.1
ofaEfop,71v.4th_ring.1
ofae,108r.14.8
ofae8o,88r.labels_bottom.3
ofaeaes,72v3.2nd_ring.13
ofaeay,72v1.3rd_ring.8
ofam,42r.1.2
ofam,85r2.outer_ring.34
ofamo,104r.39.11
ofay,72r3.4th_ring.10
ofay,rose.seast_center_3.2
ofay,108r.17.8
ofay79,rose.nwest_label_5.1
ofayae,113v.36.1
ofayaeax,72r1.4th_ring.1
ofayapok9,108v.15.9
ofoe9,84r.15.11
ofoy,67r2.2nd_ring_5.4
ofoy9,105r.35.12
og ae189,112v.44.8
og aeham,84r.15.6
og1 c89,106r.15.6
og179,104r.5.11
og179,106r.38.7
og18,rose.seast_center_10.4
og189,76r.1.9
og189,76r.42.7
og189,86v6.17.9
og189,105v.15.9
og189,106v.18.4
og189,108r.14.7
og189,108r.35.10
og189,114v.29.8
og18ae,111v.48.10
og18an,rose.south_labels_1.1
og18an,115r.40.10
og18ay8,102v1.labels_middle.3
og19,13r.1.2
og19,20v.1.4
og19,102v2.labels_top_2.4
og19,103r.22.11
og19,103v.43.6
og19,106v.11.10
og19,111v.48.11
og19,112v.43.11
og19 k9 h9,16r.5.6
og19 s oG9,22r.1.9
og1Co y aê9,112v.32.9
og1Cs,115v.24.5
og1S,106r.15.7
og1ae,45r.1.7
og1ae,107r.13.5
og1ae9,76v.1.5
og1am,45v.1.8
og1ay,104r.22.8
og1aä9,94v.1.7
og1c69,115v.31.2
og1c79,103r.2.5
og1c79,103v.17.11
og1c79,104v.6.12
og1c79,113v.7.7
og1c8,105v.3.9
og1c8 am,114r.4.2
og1c8(,81r.1.4
og1c88e,105v.8.9
og1c89,66r.1.3
og1c89,78v.20.2
og1c89,82v.29.7
og1c89,83v.1.5
og1c89,86v6.13.8
og1c89,86v6.23.6
og1c89,103r.30.7
og1c89,103v.30.3
og1c89,104v.1.6
og1c89,105v.8.7
og1c89,106r.22.9
og1c89,107r.38.6
og1c89,107v.5.8
og1c89,111v.34.7
og1c89,111v.45.8
og1c89,112r.27.4
og1c89,113r.37.8
og1c89,113v.1.6
og1c89,114r.39.8
og1c89,114v.6.6
og1c8ae,111r.36.8
og1c8am,105v.5.7
og1c8am,108v.20.6
og1c9,44r.8.2
og1c9,58v.12.8
og1c9,70v1.2nd_ring.13
og1c9,80r.30.2
og1c9,83v.1.9
og1c9,83v.31.2
og1c9,86v5.7.3
og1c9,103v.33.9
og1c9,104r.12.10
og1c9,104r.16.6
og1c9,105r.23.2
og1c9,105r.28.3
og1c9,107v.25.7
og1c9,107v.43.8
og1cWam,39r.6.8
og1cam,8v.1.7
og1cc89,104v.1.2
og1cc9,67v1.center_4.1
og1cch9,80r.16.7
og1chaN,116r.31.10
og1co89,70r1.1st_ring.14
og1co89,113v.28.7
og1co8ae,49v.14.5
og1cocu,104r.30.7
og1coe,103r.16.8
og1coe,107r.16.5
og1coe,107v.8.6
og1coe,114r.8.8
og1i9,50r.1.5
og1o8,44v.4.9
og1oe,22r.10.9
og1oe,28r.1.4
og1oe,30r.8.1
og1oe,107v.16.3
og1oe oy,84v.19.4
og1oeaeam,72r3.5th_ring.4
og1oy,49r.1.7
og1oy,106r.22.5
og1oy89,17r.7.6
og1oy9,27v.1.7
og289,76r.1.3
og2c89,83r.18.5
og2c9,76r.1.7
og2cas,21r.8.5
og3c7ae,76v.16.3
og5E89,83r.1.3
og5c89,113v.25.11
og5coeam,58r.26.5
og5o69,rose.seast_center_1.2
og5oeae,108v.15.7
og8aie8o,114r.14.10
og8am,86v6.20.8
og8am,114r.14.8
og8am,114r.28.6
og8azo89,114r.14.9
og8ccoe,67r2.2nd_ring_2.1
og9,9v.1.3
og9,86v5.1.7
og9,rose.center_2nd_ring.6
og97am,58r.26.6
og98*,17r.4.6
og989,17r.1.5
og98am,8v.1.8
og9Am,23r.1.6
og9hc9,88v.6.3
og9sap,70v2.2nd_ring.11
ogAx,rose.swest_ring.29
ogAyam,113v.4.7
ogC8c9,89v2.labels_middle.6
oga2s,rose.north_ring.24
ogaIp,105v.16.12
ogaP,107r.34.10
ogae,31v.6.9
ogae,rose.neast_center_2.12
ogae,107r.45.9
ogae,112v.1.4
ogae*,72v2.4th_ring.5
ogae89,48r.1.10
ogae8am,89v1.labels_bottom.6
ogaeae,72r3.6th_ring.6
ogaeae,108r.35.7
ogaeay,71v.2nd_ring.11
ogaecfop,93r.1.4
ogaeham,107r.18.9
ogaehay,107v.23.7
ogaeoZ9,89v2.labels_jar.1
ogaeoy,113v.33.8
ogahoyoey,76v.1.9
ogaieo,114r.11.11
ogaiy,104r.19.9
ogam,113v.25.8
ogam,114r.44.12
ogamo,rose.west_center.2
ogan,116r.18.6
ogay,72v1.3rd_ring.15
ogay,79v.27.4
ogay,86v6.1.2
ogay,rose.south_ring.5
ogay,96v.1.6
ogay,99v.5.3
ogay,103v.25.8
ogay,108r.1.6
ogay1c9,73r.3rd_ring.17
ogay9,94r.3.9
ogayap,70r2.8.6
ogayo8,rose.seast_center_10.3
ogayo8ap,rose.seast_label_1.1
ogaz,105r.28.10
ogaz,105v.18.8
ogc8am,105v.1.6
ogo818ae,rose.seast_label_3.1
ogo8am,89v2.7.8
ogoC9,72r3.2nd_ring.13
ogoM on ae acs,72r3.2nd_ring.7
ogoccs,rose.west_ring.17
ogoe,81r.16.5
ogoe,89v1.labels_bottom.4
ogoe,106v.37.9
ogoe s am,90v2.1.3
ogoe9,86v6.13.9
ogoes9,89v1.1.5
ogoh1os,rose.north_label_1.1
ogokc9,70v1.3rd_ring.18
ogoy,93v.1.5
ogoy1(,67r2.2nd_ring_5.1
ogoyay,3r.15.8
ogoyo79,9v.1.2
oh,24v.12.6
oh,26r.8.6
oh,56r.10.7
oh,80v.43.5
oh,90r2.6.3
oh,99v.1.7
oh,104r.31.4
oh,105r.4.4
oh,105v.19.6
oh 1c8ap,114r.8.3
oh 1c9,1r.23.5
oh 1oM,112r.27.2
oh 2o,1r.10.1
oh 9kay,48v.6.11
oh aZ,105r.35.2
oh an,114r.44.9
oh co y,106r.14.8
oh ohcc89,105v.29.4
oh(,105r.26.10
oh+c89,66v.2.4
oh1 c9,107v.38.2
oh159,89r1.labels_top.1
oh17,55r.4.7
oh179,50v.4.8
oh179,68r1.moon.2
oh179,68v3.spiral_4.6
oh179,78r.labels_top.2
oh179,rose.north_ring.33
oh179,rose.north_ring.40
oh179,rose.center_ring_1.9
oh179,107v.14.9
oh18,55v.7.1
oh18,79r.29.6
oh18,105v.31.7
oh18,108r.33.2
oh18,112r.25.4
oh18(,84v.labels_bottom_right.1
oh189,26v.3.11
oh189,57r.6.4
oh189,66v.13.7
oh189,75r.15.9
oh189,80r.1.5
oh189,83v.9.5
oh189,84v.5.6
oh189,85r1.28.3
oh189,rose.south_center.3
oh189,rose.neast_ring.20
oh189,94v.5.4
oh189,113r.37.5
oh189,114r.9.7
oh189,115v.2.9
oh18ae,66v.3.6
oh18ay,113r.14.12
oh18ayay,rose.nwest_center.1
oh18e8eo,78r.labels_top.1
oh18g19,108r.1.4
oh19,13r.6.5
oh19,13v.8.5
oh19,14r.10.8
oh19,16r.3.3
oh19,16r.11.4
oh19,20v.3.1
oh19,22r.12.3
oh19,23r.8.10
oh19,33v.8.5
oh19,34v.2.4
oh19,36r.7.5
oh19,44r.10.2
oh19,45v.4.1
oh19,56r.13.1
oh19,57r.8.5
oh19,66r.9.8
oh19,67r2.red_outer_ring.13
oh19,68v3.outer_ring.48
oh19,68v3.spiral_6.5
oh19,68v3.inner_ring.2
oh19,68v2.outer_ring.28
oh19,72r2.outer_ring.9
oh19,76r.25.8
oh19,79v.3.2
oh19,85r1.19.1
oh19,rose.west_center.4
oh19,rose.seast_center_4.1
oh19,94v.4.7
oh19,102v1.12.8
oh19,111r.51.13
oh19,112r.41.8
oh19,113v.2.7
oh19,115r.33.9
oh19 8ae 79,70r1.radials.9
oh198,68v3.spiral_7.4
oh19k1,35v.15.3
oh19kam,5v.4.8
oh1C9,104v.30.9
oh1C9,107r.6.1
oh1aN,19v.10.6
oh1aN,32v.6.1
oh1ae,13r.9.6
oh1ae,18r.2.4
oh1ae,24v.12.7
oh1ae,52r.5.3
oh1ae89,23v.2.3
oh1am,94v.10.4
oh1am,112r.41.6
oh1an,22v.13.1
oh1ay,44v.3.2
oh1ay,45r.6.2
oh1ay,45v.5.3
oh1ay,52r.5.4
oh1ay,106r.39.9
oh1ay,111v.6.2
oh1ay an,106v.20.9
oh1c,8r.2.5
oh1c19,104r.33.1
oh1c79,50r.7.9
oh1c79,70r1.2nd_ring.4
oh1c79,81v.24.2
oh1c79,86v3.west_1.5
oh1c79,rose.east_ring.18
oh1c79,95v1.8.8
oh1c79,108r.15.6
oh1c79,108r.30.6
oh1c7ap,115v.3.9
oh1c8,113r.38.5
oh1c8 am,114r.7.7
oh1c89,79v.42.1
oh1c89,85r1.2.9
oh1c89,104v.40.2
oh1c89,106r.4.2
oh1c89,107r.4.12
oh1c89,107r.5.4
oh1c89,112r.40.5
oh1c89,112v.9.7
oh1c89,113r.22.5
oh1c89,113r.35.5
oh1c89,114r.6.2
oh1c89,114r.8.6
oh1c89,115v.21.8
oh1c9,6v.8.3
oh1c9,7r.8.1
oh1c9,8r.5.1
oh1c9,13r.8.6
oh1c9,23v.4.1
oh1c9,28r.8.3
oh1c9,31v.3.7
oh1c9,39v.6.2
oh1c9,42v.10.2
oh1c9,44r.2.5
oh1c9,50v.6.7
oh1c9,78v.22.6
oh1c9,79r.37.8
oh1c9,80r.19.1
oh1c9,83v.8.5
oh1c9,86v3.south_1.2
oh1c9,93v.8.6
oh1c9,93v.9.5
oh1c9,105r.9.4
oh1c9,107v.27.3
oh1c9,108r.7.1
oh1c9,108r.12.2
oh1c9,112r.41.4
oh1c9,112v.38.4
oh1c9,113v.34.3
oh1c9,115r.37.9
oh1c9s,69v.radial_5.1
oh1cc9,26v.8.5
oh1cc9,35v.10.1
oh1cc9,112r.33.2
oh1ccf 9,108r.5.6
oh1co,70v2.outer_ring.1
oh1co,106v.38.1
oh1co 19,104r.44.1
oh1co8,93r.14.3
oh1co89,68r2.labels_4.4
oh1co89,93r.9.2
oh1coe,17v.16.1
oh1coy,93r.12.3
oh1coy,100v.labels_3.1
oh1cs9,30r.1.1
oh1o,24v.2.11
oh1o,27v.4.1
oh1o,45r.11.3
oh1o,66r.3.6
oh1o,104r.13.5
oh1o,106r.2.5
oh1o,115r.18.3
oh1o h1oy,47r.9.6
oh1o8,90r1.4.8
oh1o829,19v.12.2
oh1o89,9r.2.4
oh1o89,44r.11.3
oh1o89,54r.3.4
oh1o89,68r3.pieslice_2.1
oh1o89,70r1.1st_ring.1
oh1o89,70r1.2nd_ring.30
oh1o89,102v1.13.9
oh1o9,1r.7.3
oh1oae,68r1.1.9
oh1oe,11r.7.2
oh1oe,23r.2.8
oh1oe,42r.23.1
oh1oe,45v.2.5
oh1oe,45v.2.9
