!,š,100v.5.8
1ohco e 2co,šocko m ško,113r.11.4
1ohco8,šockob,69r.radial_12.1
1ohco89,šockobi,65v.5.6
1ohco89,šockobi,67r1.outer_ring.3
1ohcoe,šockom,32r.17.1
1ohcoe,šockom,72r1.outer_ring.20
1ohcoe,šockom,100v.7.4
1ohcoe,šockom,108v.30.4
1ohcos,šockol,2v.7.4
1ohcoy,šockos,30v.3.6
1ohd9,šoctˤi,68v2.outer_ring.32
1ohd9,šoctˤi,115r.33.3
1oho,šoco,30r.5.1
1oho,šoco,104v.6.5
1oho89,šocobi,4v.13.4
1ohoam,šocouŋg,20r.5.2
1ohoe,šocom,30v.6.2
1ohoe,šocom,68r3.outer_ring.15
1ohoe,šocom,71r.3rd_ring.15
1ohoe,šocom,88r.7.2
1ohoe,šocom,99v.9.2
1ohoe*,šocomn,47r.5.3
1ohohoy,šococos,38r.3.6
1ohoi5c,šocoršk,2v.8.1
1ohom,šocoŋg,9r.5.5
1ohoy,šocos,29v.9.2
1ohoy,šocos,43r.14.6
1ohoy,šocos,56r.4.4
1ohoy,šocos,56r.11.5
1ohoy,šocos,104r.22.6
1ohoy,šocos,113v.38.5
1ohoyohae9,šocosocumi,72v3.2nd_ring.1
1ohs9,šocli,56r.3.8
1ohÑ9,šoc?i,8r.18.2
1oj19,šohši,4v.1.4
1oj19,šohši,47v.1.4
1oj19,šohši,72v2.outer_ring.7
1oj19,šohši,106v.26.9
1oj1c89,šohškbi,73r.3rd_ring.8
1oj1c89,šohškbi,82r.10.5
1oj1c9,šohški,113r.24.3
1oj1cc9,šohškki,101r1-r2.1.16
1oj1coj19,šohškohši,70r1.1st_ring.9
1oj1o,šohšo,96r.9.5
1oj9,šohi,8r.1.4
1oj9,šohi,102r1.5.3
1ojay,šohus,104r.36.3
1ojoe,šohom,14r.1.2
1ok,šoħ,8r.10.6
1ok,šoħ,42r.19.3
1ok,šoħ,115r.38.3
1ok #9,šoħ ši,49r.4.3
1ok 19,šoħ ši,49r.2.3
1ok oes,šoħ oml,6r.2.8
1ok$,šoħl,5v.2.7
1ok169,šoħšbi,115r.42.10
1ok179,šoħšfi,115r.26.7
1ok19,šoħši,7r.7.8
1ok19,šoħši,21v.3.3
1ok19,šoħši,25r.2.4
1ok19,šoħši,27v.5.4
1ok19,šoħši,28r.3.6
1ok19,šoħši,28r.4.4
1ok19,šoħši,35v.8.4
1ok19,šoħši,49v.3.2
1ok19,šoħši,49v.7.2
1ok19,šoħši,49v.14.7
1ok1c,šoħšk,7v.7.4
1ok1c79,šoħškfi,107r.6.3
1ok1c9,šoħški,1v.10.2
1ok1c9,šoħški,2v.7.2
1ok1c9,šoħški,56v.11.1
1ok1c9k1oe,šoħškiħšom,56r.9.4
1ok1cc9,šoħškki,42v.12.1
1ok1coe,šoħškom,49r.11.1
1ok1o,šoħšo,47v.10.1
1ok1o89,šoħšobi,49v.18.8
1ok1oe,šoħšom,30v.3.1
1ok1s,šoħšl,104v.12.3
1ok2oe,šoħšom,21v.6.3
1ok2oe,šoħšom,49v.4.3
1ok5c,šoħšk,112v.42.5
1ok9,šoħi,7r.8.3
1ok9,šoħi,7r.8.7
1ok9,šoħi,8r.10.7
1ok9,šoħi,11r.3.6
1ok9,šoħi,13v.2.6
1ok9,šoħi,15v.6.2
1ok9,šoħi,16r.11.3
1ok9,šoħi,21v.2.6
1ok9,šoħi,21v.3.5
1ok9,šoħi,21v.4.3
1ok9,šoħi,28r.4.1
1ok9,šoħi,29r.2.3
1ok9,šoħi,29r.7.6
1ok9,šoħi,35r.1.4
1ok9,šoħi,35v.3.2
1ok9,šoħi,42r.10.1
1ok9,šoħi,42r.14.3
1ok9,šoħi,43v.11.11
1ok9,šoħi,49v.17.5
1ok9,šoħi,56r.2.7
1ok9,šoħi,58r.3.4
1ok9,šoħi,66r.9.6
1ok9,šoħi,68v3.outer_ring.4
1ok9,šoħi,72r3.5th_ring.13
1ok9,šoħi,73v.3rd_ring.11
1ok9,šoħi,79r.10.7
1ok9,šoħi,86v6.24.3
1ok9,šoħi,86v6.43.2
1ok9,šoħi,89v2.1.7
1ok9,šoħi,99v.2.2
1ok9,šoħi,106v.28.5
1ok9,šoħi,106v.41.10
1ok9,šoħi,107v.12.9
1ok9,šoħi,111v.51.6
1ok9,šoħi,114v.3.9
1ok9,šoħi,114v.39.8
1ok9,šoħi,114v.41.9
1ok9c,šoħik,112r.11.8
1okB,šoħtˤ,7v.4.1
1okC79,šoħθfi,67r1.outer_ring.10
1okC9,šoħθi,43r.14.3
1okC9,šoħθi,49v.21.5
1okC9,šoħθi,68v2.radial_6.1
1okC9,šoħθi,70v2.outer_ring.14
1okC9,šoħθi,72r3.outer_ring.41
1okC9,šoħθi,73r.outer_ring.11
1okC9,šoħθi,108v.34.5
1oka y,šoħu s,106r.15.5
1oka*,šoħun,111v.43.12
1okaY,šoħus,106v.29.8
1okae,šoħum,46v.3.4
1okae,šoħum,69r.radial_14.2
1okae,šoħum,70r2.3rd_ring.28
1okae,šoħum,70r2.11.2
1okae,šoħum,72r2.3rd_ring.21
1okae,šoħum,86v6.40.8
1okae,šoħum,106v.16.4
1okae,šoħum,114r.44.7
1okae ae,šoħum um,72v2.3rd_ring.16
1okaes,šoħuml,70r2.11.5
1okais,šoħurl,42r.4.3
1okam,šoħuŋg,5v.5.8
1okam,šoħuŋg,22r.8.6
1okam,šoħuŋg,24r.10.6
1okam,šoħuŋg,25r.6.2
1okam,šoħuŋg,37v.16.3
1okam,šoħuŋg,56v.15.5
1okam,šoħuŋg,72r2.outer_ring.24
1okam,šoħuŋg,86v4.2nd_ring.10
1okam,šoħuŋg,107r.43.9
1okam,šoħuŋg,113r.9.12
1okan,šoħurg,8v.7.6
1okan,šoħurg,113r.22.7
1okan,šoħurg,114v.19.2
1okan,šoħurg,115v.9.3
1okan,šoħurg,115v.18.2
1okap,šoħun,58r.22.8
1okap,šoħun,72r1.outer_ring.40
1okap,šoħun,88v.9.8
1okap,šoħun,115v.7.10
1okay,šoħus,42r.3.3
1okay,šoħus,58r.23.3
1okay,šoħus,70r1.1st_ring.23
1okay,šoħus,72v1.outer_ring.21
1okay,šoħus,93r.25.2
1okay,šoħus,113r.17.10
1okay,šoħus,113v.3.3
1okay,šoħus,114r.28.3
1okay,šoħus,115r.43.7
1okaz,šoħurs,113v.11.6
1okc79,šoħkfi,68v1.outer_ring.32
1okc89,šoħkbi,104v.8.7
1okc89,šoħkbi,108r.2.2
1okc9,šoħki,1r.24.4
1okc9,šoħki,38v.4.5
1okc9,šoħki,68v1.outer_ring.15
1okc9,šoħki,70r1.1st_ring.18
1okc9,šoħki,70r2.2nd_ring.27
1okc9,šoħki,72v2.outer_ring.5
1okc9,šoħki,85r2.quad_3_2.2
1okc9,šoħki,93r.24.2
1okcc(,šoħkki,73r.outer_ring.19
1okcc9,šoħkki,68r1.1.3
1okco89,šoħkobi,70r1.1st_ring.12
1okcoe,šoħkom,4v.4.3
1okcoe,šoħkom,20r.7.3
1okcoe,šoħkom,68v3.1.6
1okcoe9,šoħkomi,70r2.2nd_ring.24
1okcoh9,šoħkoci,67r1.outer_ring.23
1okcos,šoħkol,70r2.2nd_ring.30
1okd9,šoħtˤi,56v.3.6
1oko,šoħo,8r.7.1
1oko,šoħo,115v.19.6
1oko89,šoħobi,42v.3.2
1okoe,šoħom,8r.11.3
1okoe,šoħom,16v.4.4
1okoe,šoħom,20r.2.3
1okoe,šoħom,42v.3.3
1okoe,šoħom,56r.14.3
1okoe,šoħom,70r2.4th_ring.31
1okoe,šoħom,70v2.3rd_ring.6
1okoe,šoħom,93r.4.6
1okoe s,šoħom l,100v.2.10
1okoe*,šoħomn,27r.9.6
1okop,šoħon,17r.12.2
1okop,šoħon,93r.2.4
1okoy,šoħos,56v.10.5
1okoy,šoħos,56v.14.6
1okoy,šoħos,100v.4.6
1okÜ*,šoħ?n,85r2.quad_3_5.4
1ol9,šoɣi,99r.labels_middle_2.4
1oloy,šoɣos,100v.6.6
1om,šoŋg,10v.2.5
1om,šoŋg,15v.1.3
1om,šoŋg,20r.6.7
1om,šoŋg,20v.2.5
1om,šoŋg,28v.3.4
1om,šoŋg,37v.8.2
1om,šoŋg,38r.1.4
1om,šoŋg,38v.2.1
1om,šoŋg,45v.5.2
1om,šoŋg,49r.10.3
1ooy,šoos,8r.7.3
1ooy,šoos,14r.6.4
1op,šon,3r.7.3
1op,šon,3r.15.6
1op,šon,3v.3.5
1op,šon,3v.11.6
1op,šon,4r.2.8
1op,šon,17r.1.4
1op,šon,18r.5.6
1op,šon,44r.7.6
1op,šon,45v.2.6
1op,šon,54r.4.5
1op,šon,89r1.7.7
1op,šon,89r1.11.8
1op,šon,89v2.4.4
1or9,šotʰi,24v.1.2
1os,šol,15r.9.3
1os,šol,27r.4.7
1os,šol,27r.11.4
1os,šol,29r.4.3
1os,šol,33r.7.2
1os,šol,42r.22.2
1os,šol,53r.7.6
1os,šol,58v.13.4
1os,šol,58v.17.9
1os,šol,66v.6.4
1os,šol,67r2.2nd_ring_11.4
1os,šol,67r2.3.6
1os,šol,68v1.2nd_ring.14
1os,šol,87v.12.3
1os,šol,89r2.labels_middle_2.7
1os,šol,89r2.2.1
1os,šol,89r2.2.14
1os,šol,89v2.8.5
1os,šol,90r1.7.2
1os,šol,90r2.2.9
1os,šol,90v2.5.5
1os,šol,96r.3.3
1os,šol,100r.9.6
1os,šol,100v.labels_3.4
1os,šol,102r1.10.7
1os,šol,102v2.11.8
1os,šol,102v2.16.6
1os,šol,106v.46.11
1os,šol,112v.26.7
1os,šol,113r.7.1
1os,šol,113r.8.6
1os,šol,113r.12.8
1os,šol,113r.46.8
1os,šol,114r.24.7
1os,šol,114r.43.5
1os,šol,114v.17.2
1os,šol,115r.28.2
1os am,šol uŋg,106v.31.3
1os ayo2oe,šol usošom,100r.labels_1.1
1os19,šolši,7v.4.3
1os9,šoli,21r.5.3
1os9,šoli,89r2.2.9
1osaes,šoluml,88r.8.10
1osam,šoluŋg,101r1-r2.5.24
1osoeh,šolomc,86v6.44.3
1osoy9,šolosi,49r.17.7
1ou,šoħ,8r.4.7
1ou189,šoħšbi,85r1.9.9
1ou9,šoħi,90r1.7.8
1ouae9,šoħumi,58v.1.5
1ouay9,šoħusi,100r.labels_1.4
1ouoe,šoħom,102r1.5.4
1ox,šos,4r.1.8
1oy,šos,1r.7.8
1oy,šos,1r.18.2
1oy,šos,2r.3.4
1oy,šos,2r.12.3
1oy,šos,2v.1.4
1oy,šos,2v.3.2
1oy,šos,2v.6.3
1oy,šos,2v.8.2
1oy,šos,3r.2.2
1oy,šos,3r.4.2
1oy,šos,3r.6.2
1oy,šos,3r.8.2
1oy,šos,3r.14.1
1oy,šos,3r.15.4
1oy,šos,3r.19.8
1oy,šos,3v.7.3
1oy,šos,3v.8.3
1oy,šos,3v.9.4
1oy,šos,4r.6.1
1oy,šos,4v.7.3
1oy,šos,4v.8.2
1oy,šos,5v.1.2
1oy,šos,5v.5.2
1oy,šos,6r.1.6
1oy,šos,6r.2.3
1oy,šos,6r.12.4
1oy,šos,6v.2.2
1oy,šos,6v.8.2
1oy,šos,6v.9.3
1oy,šos,6v.13.4
1oy,šos,6v.21.2
1oy,šos,7r.10.3
1oy,šos,8r.1.2
1oy,šos,8r.3.6
1oy,šos,8r.4.2
1oy,šos,8v.2.3
1oy,šos,8v.15.5
1oy,šos,8v.15.9
1oy,šos,8v.16.1
1oy,šos,9r.5.2
1oy,šos,9v.2.6
1oy,šos,9v.3.2
1oy,šos,9v.12.3
1oy,šos,10r.6.3
1oy,šos,10r.8.2
1oy,šos,10r.9.3
1oy,šos,10v.6.2
1oy,šos,11v.5.4
1oy,šos,13r.3.6
1oy,šos,15r.11.5
1oy,šos,15v.5.2
1oy,šos,15v.8.2
1oy,šos,15v.10.2
1oy,šos,15v.12.4
1oy,šos,16r.1.9
1oy,šos,16r.5.2
1oy,šos,16v.5.3
1oy,šos,16v.8.6
1oy,šos,16v.9.5
1oy,šos,17r.3.7
1oy,šos,17r.5.3
1oy,šos,17v.1.2
1oy,šos,17v.12.6
1oy,šos,18r.3.2
1oy,šos,18r.4.1
1oy,šos,18r.11.4
1oy,šos,18v.6.2
1oy,šos,19r.2.2
1oy,šos,19r.8.2
1oy,šos,19r.8.5
1oy,šos,19r.12.2
1oy,šos,19v.9.3
1oy,šos,19v.10.2
1oy,šos,20r.10.2
1oy,šos,20r.13.2
1oy,šos,20v.10.6
1oy,šos,21r.12.2
1oy,šos,21r.12.5
1oy,šos,21v.3.6
1oy,šos,22r.5.6
1oy,šos,22r.10.2
1oy,šos,22v.7.2
1oy,šos,23v.8.7
1oy,šos,24r.1.2
1oy,šos,24r.10.3
1oy,šos,24v.2.6
1oy,šos,24v.6.2
1oy,šos,25r.2.2
1oy,šos,25v.2.3
1oy,šos,27r.4.2
1oy,šos,27r.6.3
1oy,šos,28v.2.5
1oy,šos,28v.3.1
1oy,šos,28v.4.3
1oy,šos,29r.8.2
1oy,šos,29v.9.3
1oy,šos,30r.6.3
1oy,šos,30r.9.6
1oy,šos,30r.12.7
1oy,šos,30v.4.3
1oy,šos,30v.9.2
1oy,šos,32r.3.2
1oy,šos,32v.4.3
1oy,šos,32v.5.4
1oy,šos,32v.10.3
1oy,šos,33v.9.4
1oy,šos,34r.13.8
1oy,šos,35v.21.2
1oy,šos,35v.21.3
1oy,šos,37v.9.2
1oy,šos,37v.12.1
1oy,šos,38r.5.4
1oy,šos,38v.1.7
1oy,šos,39r.13.5
1oy,šos,39v.3.2
1oy,šos,42v.1.7
1oy,šos,44r.4.2
1oy,šos,44r.5.4
1oy,šos,45v.2.2
1oy,šos,45v.11.2
1oy,šos,47r.7.7
1oy,šos,47v.5.3
1oy,šos,49r.8.2
1oy,šos,49r.21.2
1oy,šos,49v.19.6
1oy,šos,49v.21.4
1oy,šos,49v.24.4
1oy,šos,49v.25.3
1oy,šos,52r.5.2
1oy,šos,52v.2.7
1oy,šos,52v.3.2
1oy,šos,54r.9.7
1oy,šos,54r.11.6
1oy,šos,56r.4.2
1oy,šos,56r.4.3
1oy,šos,56r.11.4
1oy,šos,56v.6.2
1oy,šos,58r.29.7
1oy,šos,58v.27.9
1oy,šos,58v.31.2
1oy,šos,66v.6.5
1oy,šos,68r2.4.1
1oy,šos,68v3.3.4
1oy,šos,69r.radial_9.1
1oy,šos,73r.3rd_ring.16
1oy,šos,85r1.6.5
1oy,šos,85r1.11.7
1oy,šos,85r1.21.10
1oy,šos,86v6.3.5
1oy,šos,86v5.10.7
1oy,šos,87r.5.5
1oy,šos,87r.5.8
1oy,šos,87r.8.3
1oy,šos,88r.6.4
1oy,šos,88r.8.7
1oy,šos,88r.9.2
1oy,šos,88v.8.3
1oy,šos,89r1.5.8
1oy,šos,89r2.2.12
1oy,šos,89r2.5.8
1oy,šos,89r2.6.3
1oy,šos,89v2.2.15
1oy,šos,89v2.3.5
1oy,šos,89v2.3.6
1oy,šos,89v2.8.2
1oy,šos,89v1.3.10
1oy,šos,90r1.4.2
1oy,šos,90r2.5.2
1oy,šos,95r2.3.2
1oy,šos,96r.4.2
1oy,šos,99r.3.8
1oy,šos,99r.9.7
1oy,šos,99v.labels_middle_2.3
1oy,šos,100r.4.4
1oy,šos,100r.6.7
1oy,šos,100v.1.6
1oy,šos,101r1-r2.8.4
1oy,šos,101v2-v1.1.16
1oy,šos,101v2-v1.6.9
1oy,šos,101v2-v1.7.4
1oy,šos,102v1.8.1
1oy,šos,104v.20.9
1oy,šos,105v.35.6
1oy,šos,106r.29.10
1oy,šos,106v.23.4
1oy,šos,107r.36.3
1oy,šos,107v.19.4
1oy,šos,108v.36.5
1oy,šos,112r.25.7
1oy,šos,113r.11.8
1oy,šos,113r.11.9
1oy,šos,113r.20.8
1oy,šos,113r.24.2
1oy,šos,113r.31.9
1oy,šos,113v.14.5
1oy,šos,114r.24.3
1oy,šos,115r.3.3
1oy,šos,115r.4.4
1oy,šos,115r.20.7
1oy,šos,115v.40.5
1oy 19,šos ši,56r.1.7
1oy 1C9,šos šθi,20r.13.3
1oy 1am,šos šuŋg,6v.2.8
1oy 1coy,šos škos,7v.7.2
1oy 2cae 8ay,šos škum bus,68r2.1.2
1oy 8ae,šos bum,49v.24.6
1oy am,šos uŋg,10v.6.7
1oy am,šos uŋg,102v1.4.4
1oy oy9,šos osi,96v.7.2
1oy+c89,šosškbi,76r.11.1
1oy19,šosši,10r.1.4
1oy1oesae,šosšomlum,88r.10.6
1oy1oy,šosšos,94v.5.6
1oy89,šosbi,19r.2.7
1oy89,šosbi,19r.10.5
1oy8ap,šosbun,102r1.12.2
1oy9,šosi,6r.9.5
1oy9,šosi,8v.3.4
1oy9,šosi,17v.14.7
1oy9,šosi,20v.11.4
1oy9,šosi,22v.7.4
1oy9,šosi,30r.5.6
1oy9,šosi,30v.2.5
1oy9,šosi,36v.9.3
1oy9,šosi,37r.1.6
1oy9,šosi,47v.2.6
1oy9,šosi,99r.3.10
1oy9,šosi,100v.9.3
1oyae9,šosumi,20v.8.2
1oyam,šosuŋg,4r.2.7
1oyam,šosuŋg,34v.8.4
1oyam,šosuŋg,72v2.outer_ring.11
1oyan,šosurg,30r.3.7
1oyan,šosurg,42r.18.6
1oyan,šosurg,72r3.outer_ring.45
1oyay,šosus,115r.7.8
1oye9,šosmi,24r.20.2
1oyo(r),šosoitʰ),42r.22.4
1oyo89,šosobi,37r.8.2
1oyoe,šosom,56v.13.3
1oyoe,šosom,104v.20.10
1oyom,šosoŋg,49r.9.4
1oyop,šoson,24v.9.4
1oyoss,šosoll,15r.11.6
1oyoy,šosos,56v.1.7
1oyoy,šosos,101v2-v1.1.18
1oä9,šo?i,70r2.outside_ring.6
1oõ,šo?,96r.10.5
1oûco89,šo?kobi,4v.10.5
1oý9,šo?i,9r.9.2
1r9,štʰi,16v.7.4
1r9,štʰi,39r.8.7
1r9,štʰi,49v.1.5
1r9,štʰi,75v.1.8
1s,šl,16r.5.3
1s,šl,26v.5.9
1s,šl,29v.6.7
1s,šl,49r.20.5
1s,šl,71r.center_ring.3
1s,šl,72r2.center_ring.6
1s,šl,77v.4.8
1s,šl,93r.14.4
1s,šl,93v.10.2
1s,šl,96r.12.7
1s,šl,99r.3.2
1s,šl,99r.10.5
1s,šl,101v2-v1.9.13
1s,šl,105v.26.10
1s,šl,113r.3.3
1s1s9,šlšli,27v.7.5
1s8,šlb,105v.34.3
1s89,šlbi,69v.outer_ring.22
1s89,šlbi,82v.3.6
1s9,šli,67r1.2nd_ring.22
1s9,šli,108r.7.11
1s?,šl?,101r1-r2.10.13
1sCoy,šlθos,30r.6.8
1sae9,šlumi,103v.42.6
1sapoh9,šlunoci,113v.1.11
